file1,file2,distance
0097369f4e347013c576f7d60bcfacd2.jpg,cd4e98bff2ab54cd5dfa5cc6ecc51ebc.jpg,1
0097369f4e347013c576f7d60bcfacd2.jpg,d37eac91cff724e8892904df7c0def9e.jpg,1
0097369f4e347013c576f7d60bcfacd2.jpg,d8288d1632168fb455bc4a24bfc40e89.jpg,1
0097369f4e347013c576f7d60bcfacd2.jpg,dc6497dfd6e0b025c5ac8fb7f2c34b60.jpg,1
0097369f4e347013c576f7d60bcfacd2.jpg,dfef187ff4dd559ee012f77ed4105010.jpg,1
0097369f4e347013c576f7d60bcfacd2.jpg,e45470d7b683503c43ca819a674fdc9e.jpg,1
0097369f4e347013c576f7d60bcfacd2.jpg,e61cbd0c20b693618f8624b98733570b.jpg,1
0097369f4e347013c576f7d60bcfacd2.jpg,e63b531bf2d0ef461ecbb1daaa42c961.jpg,1
0097369f4e347013c576f7d60bcfacd2.jpg,e85ba6b7061f59abffa4a1fd7ac4d1fc.jpg,1
0097369f4e347013c576f7d60bcfacd2.jpg,f3a1c1ca23fb890d9fbe4738529fb499.jpg,1
0097369f4e347013c576f7d60bcfacd2.jpg,f8e35b2eefbd3ebd4ca10db8ae9f594f.jpg,1
0097369f4e347013c576f7d60bcfacd2.jpg,f968440013ef336a2ddc83e2f6c7a76d.jpg,1
0097369f4e347013c576f7d60bcfacd2.jpg,fb28bfeba6bbadac0b5bef96eca4ad12.jpg,1
0097369f4e347013c576f7d60bcfacd2.jpg,fe13c8eeea0a56d3e8f4500a43a724d6.jpg,1
00991e740c390550dd9e102002df0ce7.jpg,2b3f5302869dbe9a5e3ecce1b07a28c6.jpg,2
00991e740c390550dd9e102002df0ce7.jpg,489d53bb6b6133b04b06c9003f49c608.jpg,2
00991e740c390550dd9e102002df0ce7.jpg,7f552cd445a1c94a3740d71469317b8c.jpg,2
00991e740c390550dd9e102002df0ce7.jpg,b539df9157273028af83776e9f8451ef.jpg,0
009c4efd1998bde9307b70034477e4c7.jpg,ace9667c11d9d5df515641a5e2a275bf.jpg,0
009c4efd1998bde9307b70034477e4c7.jpg,df9f7953a562bffd0fdc70dccf4197e5.jpg,0
00b7fef3bfd3bfaf30379f721e2bce77.jpg,992f63f56c14ed1edda6ce020806cf90.jpg,0
00b7fef3bfd3bfaf30379f721e2bce77.jpg,aa3c293a28bd16be088b550f06e6ebb8.jpg,0
00b7fef3bfd3bfaf30379f721e2bce77.jpg,ff3c5e2e162048f44140510f5ae7a61f.jpg,0
00b9158ae93900096c6294ec005979f7.jpg,c257a82ecab9805ea65dc511ee06f47a.jpg,2
00baaeeabfc5cf4c36162836520d2717.jpg,f81cbf1b3243ea7ffd13e11081d0296e.jpg,0
00baf9f28e2717e921b76abbd14213a5.jpg,5dbf9b7d6104ff182364271487f64102.jpg,0
00baf9f28e2717e921b76abbd14213a5.jpg,743473c9a18316af2855e859a6471ffe.jpg,4
00baf9f28e2717e921b76abbd14213a5.jpg,f037b5c76dad146100485e05aa0bfd67.jpg,4
00c16da4f77c0b9cd679dd8c06662d09.jpg,2836c2b8b14cc152074c5975fa5b101b.jpg,0
00c16da4f77c0b9cd679dd8c06662d09.jpg,53faec24d01ae064e6246d9d8d59bce1.jpg,0
00c16da4f77c0b9cd679dd8c06662d09.jpg,7e57dbd9d39730fe5b5a2399deb21afb.jpg,0
00c16da4f77c0b9cd679dd8c06662d09.jpg,d729802895d1638c992e5421649056b4.jpg,0
00c16da4f77c0b9cd679dd8c06662d09.jpg,f613dc6873245d8474acbdf238397104.jpg,0
00c77d58ba71aa64bd43099025b546aa.jpg,babc1a93ef2ed9204f820e30ede4acaa.jpg,0
00d8009578199c455596e170116d5576.jpg,7bd4991cf58a07cee50ab8db4ecba9ed.jpg,4
00eaa89301271b226f5d5c53495db318.jpg,37ab5d2136cb5af04496dc76e31af00f.jpg,2
00eaa89301271b226f5d5c53495db318.jpg,4be045729dfb2a5d6bc483761a341a57.jpg,2
00eaa89301271b226f5d5c53495db318.jpg,546595ac135ac729dc9158d53b844231.jpg,2
00eaa89301271b226f5d5c53495db318.jpg,ade588300bd6c1dc685b5c10a3205276.jpg,0
00eaa89301271b226f5d5c53495db318.jpg,d718ff5780c4fad15a751d84d048c577.jpg,2
00efe8220f4bfb4a994352c8976a8334.jpg,05ecf995484d55e7e6bbd1e0ca27c45d.jpg,4
00f0243fa51921aff68826634aaae5c7.jpg,65cc2f70b524b325c4c5539dfe64db2d.jpg,0
00f50b00eb34a87f3688d2d3c33c186e.jpg,1446c8c9fa6d96dc66823c3a9b1ca056.jpg,0
00f50b00eb34a87f3688d2d3c33c186e.jpg,bd453162b27d4dbee7baa4ed0a93270f.jpg,0
00f50b00eb34a87f3688d2d3c33c186e.jpg,d0f611c89a3f64322c0ba5c34fe9e0af.jpg,0
00f8d838c972bb12a5b2fc33a75a6db1.jpg,387a4040eb667ecd1c651f7732e41948.jpg,0
00f8d838c972bb12a5b2fc33a75a6db1.jpg,bd6aabc19ca698432efcb6b9cd782e9a.jpg,0
00f8d838c972bb12a5b2fc33a75a6db1.jpg,ff35315bd6ce8dd7846f599cc740a3c7.jpg,0
00fdfdcb677f734046478224c0f4f56b.jpg,50203b62dfe47c26289c23967a332865.jpg,0
0100bf4787349445f559a10739e4c978.jpg,03f6d4a32498399c8da891170220af88.jpg,0
01029ecc615ad91ea57209d27cee8d1b.jpg,b0589fd3702cb794009cab8ddb1c8dfb.jpg,0
0103c13a16e47c5095cdbfdccc52a4a8.jpg,2791d1549b38b95b071425679e8014c8.jpg,2
0103c13a16e47c5095cdbfdccc52a4a8.jpg,932237df0310ef3e971818c2b33d203c.jpg,2
0111a8f88862ae535f3cf06d53a77c1c.jpg,860f218aab86465c237b1d760ec32f3b.jpg,2
0111a8f88862ae535f3cf06d53a77c1c.jpg,93a52cfdfa8462caed65fc51e2d121fc.jpg,0
0111a8f88862ae535f3cf06d53a77c1c.jpg,e772d5096c28dead6d35ed1aa890ad21.jpg,0
011f0cbdff7ee1fe6f666f4a5bd4bd02.jpg,1a9b80f5a5084a96194ea6033fb553a1.jpg,4
011f0cbdff7ee1fe6f666f4a5bd4bd02.jpg,3cb73a44bd0c699c53cf55bda00db3cd.jpg,4
011f0cbdff7ee1fe6f666f4a5bd4bd02.jpg,7d3e5aa017b0ebe2b9780f8494010978.jpg,4
011f0cbdff7ee1fe6f666f4a5bd4bd02.jpg,dc0e619f181aa563ccd7f56da76f2082.jpg,4
0139c62303d9863a154b67966712369b.jpg,02deafafd63b0db3a6c3ef5e97ed78f5.jpg,4
0139c62303d9863a154b67966712369b.jpg,1dd189a1084a795d1f78ed774beca156.jpg,4
0139c62303d9863a154b67966712369b.jpg,25025d01d8c630ea9e933a8e1904cf6b.jpg,4
0139c62303d9863a154b67966712369b.jpg,267a424776119e8311463a9f7beee75f.jpg,4
0139c62303d9863a154b67966712369b.jpg,2cf2ce9960ec1a2be7135d345ec22482.jpg,4
0139c62303d9863a154b67966712369b.jpg,34df975f4baf50aaeaa461aabcd6e221.jpg,4
0139c62303d9863a154b67966712369b.jpg,6ef90c44ed057a18a460fab42c4ada2b.jpg,4
0139c62303d9863a154b67966712369b.jpg,7ea853b56c5bd29c0a6f038d6380cbd7.jpg,4
0139c62303d9863a154b67966712369b.jpg,95f90d4cbbd0b6c66c37bcbc5907e847.jpg,4
0139c62303d9863a154b67966712369b.jpg,9b01cb5dc698357ef5110395e0f9b3e5.jpg,2
0139c62303d9863a154b67966712369b.jpg,afbf2f94b467361070817c010a47d917.jpg,4
0139c62303d9863a154b67966712369b.jpg,ce97df62d1f0a98c3d9b24bc01b0e415.jpg,4
0139c62303d9863a154b67966712369b.jpg,e58d2d205027df6289dc0a926e79c070.jpg,4
014833cd1203d7e0727396393b268afb.jpg,2bfadaac2162753dc1b0e72a8d516708.jpg,0
014a4cb22e3ebac48be38b57f776a89a.jpg,093436800ae7e524d39a3fac726aca95.jpg,2
014e11544f8ac5e17436f53f0fe09f52.jpg,d309d1b898d6bc78a848fc5cfd21d63e.jpg,0
017390a6b9dd423cffe6f85e7398c939.jpg,d25d4ab63ca2d44bb8497b9def77f426.jpg,2
017c3c2a8e219bfd9fd21cd812949adf.jpg,630aee22858e72f22aeab0371ccd1103.jpg,4
017c3c2a8e219bfd9fd21cd812949adf.jpg,b42cd223d5fc30cbfa458030593bb5e1.jpg,0
017c557edb606c7b8c2cddc76da8ae36.jpg,7425eeb9e72d942caa58207ea24952e3.jpg,0
0185e19c62e6dfe7d0a81f4d971bdf37.jpg,0ab8b45d8f70a4b7529c6962d7901eaa.jpg,0
018be475168290a3d22b08842c962a39.jpg,026c7b9b4cbea1dd3852e25ad3c81d3d.jpg,0
018be475168290a3d22b08842c962a39.jpg,0d22a323897e0d9cebec945ff6ff04fa.jpg,0
018be475168290a3d22b08842c962a39.jpg,0f2d985bd68c441cedf2e4206bd1bc97.jpg,0
018be475168290a3d22b08842c962a39.jpg,1199432e7369d21371025ddb80f95e6a.jpg,1
018be475168290a3d22b08842c962a39.jpg,11e502e208c00f7128130852e841ee34.jpg,0
018be475168290a3d22b08842c962a39.jpg,137bfd4864f4b4267fcd40e42c9d781e.jpg,1
018be475168290a3d22b08842c962a39.jpg,1494cc177eb87432384afcc7efb5c0bd.jpg,0
018be475168290a3d22b08842c962a39.jpg,1e7cd78a7fdd5962dc6aff81d6ac7725.jpg,4
018be475168290a3d22b08842c962a39.jpg,26f97b3b084b9adfc224c0e05cea62ed.jpg,0
018be475168290a3d22b08842c962a39.jpg,2775f338c469b19c338c4e0ea410271c.jpg,0
018be475168290a3d22b08842c962a39.jpg,2a0c06d1740a883548c347a5f38b63d1.jpg,4
018be475168290a3d22b08842c962a39.jpg,2df48a77a64f62d92fb5cf5e9bfa90bd.jpg,0
018be475168290a3d22b08842c962a39.jpg,30251c2011a1258806b36cec9b6624c1.jpg,0
018be475168290a3d22b08842c962a39.jpg,30fdb94f333b6300a68d9a330399375a.jpg,1
018be475168290a3d22b08842c962a39.jpg,326346f782004322e0b11ce2b3db312a.jpg,0
018be475168290a3d22b08842c962a39.jpg,3375b54ab199342e53093c44d9101e59.jpg,0
018be475168290a3d22b08842c962a39.jpg,349388bae8921a4673f7708ddfd67a58.jpg,5
018be475168290a3d22b08842c962a39.jpg,37e9de34c0335a30c54e312cbfd14bcf.jpg,0
018be475168290a3d22b08842c962a39.jpg,40c78c9fd4daeff01c988c3532fdd51b.jpg,0
018be475168290a3d22b08842c962a39.jpg,46e7cc5ccdbcab44c6703025eae2701d.jpg,0
018be475168290a3d22b08842c962a39.jpg,4813e23ad33fcf088b8afee08f9b89e8.jpg,0
018be475168290a3d22b08842c962a39.jpg,48893bf2f7d7e55e0d4ff8924b974e28.jpg,0
018be475168290a3d22b08842c962a39.jpg,4fb8882c274b7f75763b60189fcb78c8.jpg,0
018be475168290a3d22b08842c962a39.jpg,55288bf151694154e18c957d3d462146.jpg,1
018be475168290a3d22b08842c962a39.jpg,5bf14d8498e6784a169db566503dd1b1.jpg,0
018be475168290a3d22b08842c962a39.jpg,61954f4bd30427906d31fed9bd2b627b.jpg,0
018be475168290a3d22b08842c962a39.jpg,66fdd84517bb1cb9f0a82813b310e76b.jpg,0
018be475168290a3d22b08842c962a39.jpg,6780e1df7c9f0abbf3b539fec0a2485f.jpg,0
018be475168290a3d22b08842c962a39.jpg,68138ffe70b05222d0be1684223882df.jpg,0
018be475168290a3d22b08842c962a39.jpg,6913df8b8ba0e76e5fbb40bf28f23e7d.jpg,0
018be475168290a3d22b08842c962a39.jpg,6e6a721485363af3c83a09677883820e.jpg,0
018be475168290a3d22b08842c962a39.jpg,75697736ab12fcbc910835ad5c9af754.jpg,0
018be475168290a3d22b08842c962a39.jpg,760c8b93c1a14482df6bc594a4779c4b.jpg,0
018be475168290a3d22b08842c962a39.jpg,78ef68043f5aed0de916c936e3d8fb2f.jpg,0
018be475168290a3d22b08842c962a39.jpg,7b8b2eb72920d2b99527d1070e8833c5.jpg,0
018be475168290a3d22b08842c962a39.jpg,7e95ccfd89f489417134cd94ae136b49.jpg,0
018be475168290a3d22b08842c962a39.jpg,7ef6a409f7315b27babf5e26f0c35404.jpg,0
018be475168290a3d22b08842c962a39.jpg,828d79d5813d2f35ab2a1eac50624501.jpg,4
018be475168290a3d22b08842c962a39.jpg,861330f795881eef0b51c6de429818e3.jpg,0
018be475168290a3d22b08842c962a39.jpg,8919f46a90bfae1f7561e15353ea9ce7.jpg,0
018be475168290a3d22b08842c962a39.jpg,8befc45da759524be413a66ee4bdc5ab.jpg,0
018be475168290a3d22b08842c962a39.jpg,8e01456dd6df0f5a9088ff139568c3ae.jpg,0
018be475168290a3d22b08842c962a39.jpg,902a14a0b8adf5b86344157409f15a12.jpg,0
018be475168290a3d22b08842c962a39.jpg,9085151618b65e77f3981bb510c02897.jpg,0
018be475168290a3d22b08842c962a39.jpg,92eebdd8efb7b4a3b4c2c82fd9c39cec.jpg,0
018be475168290a3d22b08842c962a39.jpg,9ce3f1787702c48cf55434d28615a817.jpg,0
018be475168290a3d22b08842c962a39.jpg,a0fd5708ecde95b6ff804693fc852605.jpg,0
018be475168290a3d22b08842c962a39.jpg,a75799a1a81bb5a4a684339880aa5921.jpg,0
018be475168290a3d22b08842c962a39.jpg,a85ed5ef701d12def7736ae89eb0964c.jpg,0
018be475168290a3d22b08842c962a39.jpg,a9bef74e6ca76e699574219a1075bd1a.jpg,0
018be475168290a3d22b08842c962a39.jpg,af7f45fdbec39f2adaf9661588b7a34e.jpg,0
018be475168290a3d22b08842c962a39.jpg,b1b2cbaa0f84f25dcc67ca838a4aafd0.jpg,1
018be475168290a3d22b08842c962a39.jpg,b943d60fe8106ece49d486d4d3dcfe8f.jpg,0
018be475168290a3d22b08842c962a39.jpg,c0daffa263f803b7ac3322f42c751139.jpg,0
018be475168290a3d22b08842c962a39.jpg,c322c7fa773a30153c13a34f2bb38e81.jpg,1
018be475168290a3d22b08842c962a39.jpg,cb4d15a7ea69ff3d7b2f16acc3639f66.jpg,0
018be475168290a3d22b08842c962a39.jpg,cc2750d85960e7beb0ede73935dafce3.jpg,0
018be475168290a3d22b08842c962a39.jpg,cd4e98bff2ab54cd5dfa5cc6ecc51ebc.jpg,0
018be475168290a3d22b08842c962a39.jpg,d37eac91cff724e8892904df7c0def9e.jpg,0
018be475168290a3d22b08842c962a39.jpg,d8288d1632168fb455bc4a24bfc40e89.jpg,0
018be475168290a3d22b08842c962a39.jpg,dc6497dfd6e0b025c5ac8fb7f2c34b60.jpg,0
018be475168290a3d22b08842c962a39.jpg,dfef187ff4dd559ee012f77ed4105010.jpg,0
018be475168290a3d22b08842c962a39.jpg,e45470d7b683503c43ca819a674fdc9e.jpg,0
018be475168290a3d22b08842c962a39.jpg,e61cbd0c20b693618f8624b98733570b.jpg,0
018be475168290a3d22b08842c962a39.jpg,e63b531bf2d0ef461ecbb1daaa42c961.jpg,0
018be475168290a3d22b08842c962a39.jpg,e85ba6b7061f59abffa4a1fd7ac4d1fc.jpg,0
018be475168290a3d22b08842c962a39.jpg,f3a1c1ca23fb890d9fbe4738529fb499.jpg,0
018be475168290a3d22b08842c962a39.jpg,f8e35b2eefbd3ebd4ca10db8ae9f594f.jpg,0
018be475168290a3d22b08842c962a39.jpg,f968440013ef336a2ddc83e2f6c7a76d.jpg,0
018be475168290a3d22b08842c962a39.jpg,fb28bfeba6bbadac0b5bef96eca4ad12.jpg,0
018be475168290a3d22b08842c962a39.jpg,fe13c8eeea0a56d3e8f4500a43a724d6.jpg,0
0195f32db7fe104d46ad0de87fa85186.jpg,a792af2ecb1da82a0b8197c27af99a17.jpg,0
0198652adf7645fb9330a7fec11593af.jpg,23afd3cbdffd41d3492ffcfece966c53.jpg,0
0198652adf7645fb9330a7fec11593af.jpg,4766222323b63d8aa07c61e1e3549fb2.jpg,0
0199d39662dbb9c9661a9f32c6460cc5.jpg,9938b77ccba2fbb23d65d731edbc8707.jpg,0
0199d39662dbb9c9661a9f32c6460cc5.jpg,c1c76035b3de12855b3c7b6c51c51c1a.jpg,0
0199d3b721950430b2a2e07c1be57e0d.jpg,4ad180dd90f16ff075fc2e70754106b7.jpg,0
0199d3b721950430b2a2e07c1be57e0d.jpg,772e23f0510f5f4d83057d213ecb16ae.jpg,0
019b75b22d6114ef658174801a0fea72.jpg,38301362a90be8b5222bf16eca542750.jpg,2
019b75b22d6114ef658174801a0fea72.jpg,ac8b63c422afa19d9e55bf41932eb689.jpg,2
019b75b22d6114ef658174801a0fea72.jpg,b30718e30b16b70a2954f6c42d1f1ecc.jpg,2
019b75b22d6114ef658174801a0fea72.jpg,f3fc0346bfd096367678ab7b99d9d13f.jpg,2
019e6abb71a903a59503efd1d3b0db47.jpg,f3acd09356a4b575ae36ad4172216a8b.jpg,0
01a0008bf7ca01b036d1f93677c99c4d.jpg,6b19831dbb0b0f639328f80ad7872c4b.jpg,2
01a6c8ea7d37eedaa28cdd1df2f25188.jpg,104aa782306cc78053dc7946e093522d.jpg,4
01ad14346973061fc374ada661ea6a36.jpg,1ecf916c2e154bd79dbb986a201c8a14.jpg,0
01ad14346973061fc374ada661ea6a36.jpg,3c5c74f6db125a0de9358a8dd6d1d6ba.jpg,2
01ad14346973061fc374ada661ea6a36.jpg,5b3cd60a151c460e7c9d3032d42d24c7.jpg,0
